Región,País,Ciudad,Nombre,Ubicación,Tipo,Calificación,Precio,Foto URL
Europa,Francia,Paris,Palais de Tokyo,"{'lat': 48.8645866, 'lng': 2.2966748}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpYC0B_aR-R-14xEkcvlSq_X7ZcDLX3TCEY-ZgpF7gAlGbP_R6ZA7mqrEDavXIhEFMx5IJBe22oPDrMKRND6pNkuDlxPg32CecWufsGj2Cb_hABDPU64g2s63faqOKuLWF1aBP_luSBEtptmRA_arPs3f7pkJn8ne7ri7q1_Uyyo_Sj&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Cité des Sciences et de l'Industrie,"{'lat': 48.8955948, 'lng': 2.3878996}","['movie_theater', 'tourist_attraction', 'museum', 'point_of_interest', 'establishment']",3.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrDVa93tpQuCSRO8c4kGjsFpPuTtz2RpqSpIM9H8IBtdgz09aInHvhiNsiTtICXZqgGwSNQ5P7OJIqzRIwa28JYx53FWhnXIqoAC6TflqX7pXdcb5EBtq1F-xejXVHlbmYFFgyyCnLhpDnxVC2rfYGFQX-_6iwadIOYUR_Vq2fatkiN&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Hôtel de Ville,"{'lat': 48.8564826, 'lng': 2.3524135}","['city_hall', 'tourist_attraction', 'local_government_office', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpQj-mwNsLkaciq4bmrOUfUUzcGLW9QrtypGxrNEEAfhbDjkt7VekZJ6M2b9Is-14DXCX0o8pZlPZhoiOxwxbLoOK3gw12GOOvO9fdWpRhgCAQW6k-tRs4GYIgxfJolkMjaWj7lRpuviNLE-G6L0Wt1Zgc7sWq8y3oGZYF9imFET34-&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Musée Grévin,"{'lat': 48.87183779999999, 'lng': 2.3422204}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpsJWXqU3ePbElf-349L2CheKTw6-Mvos0Q-_LiZeiV7IA2aQSxt_aOAlH2PJQ9Kb9hXIuD4s2TEbY895NiK7clD7nJ2_dSOLOf8y1cbFmR6Kq84ugfqmeAYR6uLQiPeOxzIlDcWxuH-BjhMMzqH3e419oUc2YN7hYodiE4wT5J_XlN&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Jardin des Plantes,"{'lat': 48.8439069, 'lng': 2.359658}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqVnqBIMV4r42w3kKso7Eb2aDlUSSHSSW3HMwkD9FmsAJPtMZ4yOkHeJfWUNpwTtvySXBkC-fKJzfwLyprdRpinYDip4HVmr9d7tW6BzurVQXyaXz0y374uHJL7qAoUaTgxxdpzNUpCZwwItKZeBvZOE7S6mHb_pTz7cLcnH1GMDlVc&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Place du Tertre,"{'lat': 48.88650320000001, 'lng': 2.340802199999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqvjuL2x-lhNROCeONjRx3jsb6MmOBbQn1qqz67JrwEdp-siTuoSDPqJfR92zSgPB_tSOavNjWKf8k_KvnxtHvH0zoOQqANuzUwRScs-MqjctwTNkiRzuuQgWn0ejpVOoP9zihEl0lTJYQW_nq43Ly2SkpJELLP8EJ-ZLjPDLomhDlB&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Shakespeare and Company,"{'lat': 48.8525632, 'lng': 2.347130299999999}","['book_store', 'tourist_attraction', 'store', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoSGJKVrfSU5VmYwVnOI3-aZXbpa9b1lYakpKDPDDIgo9HHBoCUgdnd_neN6pWYbyi2j9J9S3l6YyCbw-Vg9GD5Sn60OV4a2eWJ7vImzGdRt5iL4MXTdU-jK_hJs0N_z16x855FR5El0eNEtnsYNgusBioljuFBgvZ-tGyiyLANwxtX&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Conciergerie,"{'lat': 48.85601139999999, 'lng': 2.345495299999999}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqcJHoHtczIUSPsvk7m5W6RarpdXSwNjwyX6FLc0milb1xUKCq7A6iReYVOgiIRCwRoWQjM4VegzOUbdJV_ZbepfyDfF0Ip8plwEC5FXsKXrpoMAJk8Ksl1WB4kyERLWr6kwgBukecAN473mj0OIGJfJp7jEFCETTBz2ld_N12Bv26B&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Arab World Institute,"{'lat': 48.8489257, 'lng': 2.3572313}","['movie_theater', 'book_store', 'tourist_attraction', 'library', 'museum', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",4.2,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrPkQt8nvB1ZbEb6zoPOMqz4qileIr_HXLyTcn2E9wRMOnXdH51VFHg86p8nXPxTy5iFG1ZXPW8iX_oEtyDY4g9HR32im7mN-oF9elN-KZiyHN5caSmqI-V14V_cEQhZt_tkqOhEA4vVLEqqNDdHyZ5Klhs2-WOBvLZ7Qar1nn5OAze&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Cirque d'Hiver Bouglione,"{'lat': 48.863308, 'lng': 2.367233}","['tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpDi3auMhX5qEiTP9VCg4bE0iYMiXk3Isco2CMwlnlPM7MHicJ9Zz_WuTyysvotb-x4Rn-MtA-hYGuHeM7vOyRwB2TGpFcByPNx4rDWlyFlHjdG-T5YbdOxFjDeXHrcmpL7sgEj8xLuaZY5EwJYCjUDS6TKJOTA5tmgumJusPTug7LB&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Palais de la Découverte,"{'lat': 48.8662025, 'lng': 2.3108215}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqIyW1o8pEMcbpv7RxyMrrRrCMKEVK1cHo7uUaZgbJx5RunEMGTGLvX074rOtkAn8MG0YGW_odJMgYj_D1hKC-mCaHKQkFKjkVRWTWsMA_IGMRgH0xCbEaNWdM1q0l29f6_qypFOiqKjaenCOyq7HFxNQjrTMAU5aG59BblP31KIvsL&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Tuileries Garden,"{'lat': 48.8634916, 'lng': 2.327494299999999}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpfjb6wttWcKQMh3MQeA3HlMW55q9TqQAB3RVovz0I9SRF0fEteKfc3XvYTZaJmdhXIpHNLWnaF8znQdZvw88IRw3aQ9Tb7ex11WFDhP8PsEfAIuB7-Xu7o5d0I2R91b1g1JyHsOXvJM-umjX1aPFU3qaY31Hkjr1frOr2a4DvdtKqY&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Musée des Arts et Métiers,"{'lat': 48.8660399, 'lng': 2.3556152}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqvQ8Bm6ZoZ7LT1SfGvAwDMit21bi5jtNNRh9EWvXaQYkig0m_KObnjzsy4fUwslxm7pUEHGjO5rVynKZCPWDycH88Hav5wtRHpasg-bbOhHssuWs4Oitx1d37qGotvxJIQ-hgPepQzl9skQf3ZisSCU789Kpwfzdb3mhiFe6a9gFt9&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Cimetière du Père-Lachaise,"{'lat': 48.861472, 'lng': 2.3934725}","['cemetery', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpkbMfVfD7QutnXmfVjf65ihlNoClIL7jZYKH-kal_qDBa8Ezqt598jXA49Uk98oN-nfRIG0EUr02fmvtZwSacUwiVCfNsMI9ihp9wRBNsR6QQM7h8FuPe43zx8dxnuC5lmPVXEYoEP6baB03FC8b3Gd2QD7P1X80Ego9FprtE7dZJ8&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Paris,Les Pavillons de Bercy - Musée des Arts Forains,"{'lat': 48.8325449, 'lng': 2.389323}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoS_VCB2FZduTHHAvuzzGgUBWWDnzzMd09Ph6wOSVd3tk6Vz-d7gEqWhyFCJ1HGFZwhWTYk9uIhTScLiaMyUfpl00_dw3NaxdTivCFy4ZKPJw4O6xD4d5KrI36CnOC6XISSfz4zhiHawWaUow58v5uxdLV0GG_EiXqk_s1loi0VxNZr&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Chapel of Our Lady of the Miraculous Medal,"{'lat': 48.8507859, 'lng': 2.3229912}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqDQO02zictgPyBoDxSlyimAH0dASBzC-Jlf5V-QuoacAiEcddp4S8uojQtp1h10lYE6omlD4eY8YKavkxqNO4MbA3Bm28NOUIqtt_NuLJnJkq_vWEAl7fzhEmXYpmXg6cvqQl_a6Wfjz63hpMoqAtiJIleCDvvpv8kufgvFxxaUDA&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,La Madeleine,"{'lat': 48.87004350000001, 'lng': 2.324550200000001}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoI5b98TXFSY2Gs0vLqxvFsHli5F0pMTp9tB9fOqyg-8aq86JARwFVIZlxbyDMNtbKtw02j6u8NbY3Mauu_rJDp_1eTXnmie8TRKMlHaBV1iylARk7IoxURwVh2GcoYstP7PLTo2G2y41IAm_SC_PFrd-ir2kVKhTZa_E0Zf4HD_nFU&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Place Bellecour,"{'lat': 45.757746, 'lng': 4.832148399999999}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqAkSNZDkTnSQ9aYHlGzmq8OxDm4AzikS67-Lo5nl5ReOr8CD65qvDuVXVluouQD7qjOgtkLjNBGDoDnw3tjALucytrgvJ0D6i3QB3d6cDliRK0d1hz680nwePftTgpYcOmwnbEqn2O44HO2OAO0N9PWpiz9A_nBe4Uvi5Tf8cw8-rT&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Great Mosque of Lyon,"{'lat': 45.7367842, 'lng': 4.8901229}","['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpkJNNfO4ZcYhkcolm99UdtBHVeus2iMcT1KbTCflnuY5YVxB_OYjRL4QWGnATBBYw8-hdAXVlmIh1EwJoiNDvSf466CcYWRCdE9uv1p8b8-PJKxJPPtYqvH8qsNutz1ljBaDUhJ8alIsN9xYozpXxyxcXcFMJC7x7tCnNHxIIZDg8I&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Basilica of Notre Dame of Fourvière,"{'lat': 45.7622698, 'lng': 4.822638}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.8,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo3FdnsDAprVBvKvx7i0EWn77QtRxnzqE3zt5OgOLKY4UWxmkSKk19AiQC1PnZlinYU8zPboi-sG1kzli5qcdvMhpXDUkJRX42fKJ3QR8nw9sQVLpkwYH_7tqDf9KV7xFF5Kag7TaNgYEwkJuHoj_wMxgbh8tTMRln9kyo3vYUpjs7R&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Parc de la Tête d'Or,"{'lat': 45.7773731, 'lng': 4.8454817}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpDeQozjHgxIZJKULVqZ554zscFwUIAiWmFvTPSgqFL_2mcULwtiMvYuQL-9a8zTwrHztDwFUslahXkjNiwaStVkfGEkDenItnCjiUFTtUs_9m0h9V3Bm-KpOZikbKuHzqty72BfPQ9lR5KX1Q5e5hz_lWZjuQzT-YeLO0gPqh3xvI_&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Cathédrale Saint-Jean-Baptiste,"{'lat': 45.760952, 'lng': 4.826978800000001}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrzAgymuir7Htnt0E74o_UIdDnoMFhCBcJ-L7GAkNGsCyR1dIVXIXdkVxkDIaRO8UdG_t-EU5jEh2yRpftmdcacR5bMHX2TMLUmIZztOykwb_Vp44v-HbAqIK1bPuoh7NYWLA-GuwgrJjdzbuflZe_SkzWlNsnWus1oPvXr3ob5npsa&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Musée d'art contemporain de Lyon,"{'lat': 45.7841766, 'lng': 4.852168700000001}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.1,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqMjPY_ycdLL872goJzBRx9pLu_koRaD62jkwwLFqG7GqWqAM6hPtOyeZ84gjwD8AjLWRQqMDnOTOuB7X6i_jF3yEPGW3urz71QsEgdUXFreNqF21KpoeiAKweUhyjuoU78UV39xbF8ONcie_wnPui5bqfzkwWg5beu1wgVr8osehbQ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Aquarium of Lyon,"{'lat': 45.728058, 'lng': 4.815542199999999}","['aquarium', 'tourist_attraction', 'zoo', 'museum', 'school', 'point_of_interest', 'establishment']",3.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWq_mVEparcSfWJH1fGapBDRMSVGHARzdrvJEGKVPh3b9jWuUL_q4pKvadi8XgBO6klQYdZOZX1qQULX8GRGQV3ZWtTUh8Ht0lcI836qQsjuzFZ9ZQEYkMIWK95zzd_2Dj7oIpNYw0sZ4_sNAUIYfzOX01iSva_mYDYjtsbM1Y5zn93r&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Hôtel de Ville de Lyon,"{'lat': 45.76760269999999, 'lng': 4.834402099999999}","['city_hall', 'tourist_attraction', 'point_of_interest', 'local_government_office', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqBpkPBvoezdDDuCfRLvBftqtEmKs2iXHKeGIuxzs5sfkugzQzyZenTxZ2Kg-lpu4NAEkqxS9-4D5zlq9sqzX-xkhbQQ94zwa6GfjDdjhri3TtV8enqbsWuNOuY4cdii7zghveNqI0s7uBqsAmNxSBa-uDN3UKycz4aeWFgmbdQxZog&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Gallo-Roman Museum of Lyon-Fourvière,"{'lat': 45.7604255, 'lng': 4.819966600000001}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWppAKZDOqHRejo0LIeI3g1PRHQ4E9PUFPeGkW7GgPlKcEl8fwquJbeLLA6AAiwjUyZonnrzvj1q9yyw0lvBLcECEhnNvHwYXaQQbFTXap-FvrncvRUKC5t5EyNTlFgQMRD1Np2s1oKoO4qLzjhfn1aHLq7C-MmXn0Yl4DRtnm-YrYRU&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Musée Cinéma et Miniature,"{'lat': 45.7619231, 'lng': 4.8271497}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo3Cye5sjWTi2oryE8hy6wYjDJ_gDPXxGxo1gxfqoZ5vwbfgWqsoF1JfDBnEHxM6HG1PdkYAfrj8A85tHEA2ZQaX6V96BATwtSuvIT82ETFlpr8Zr-JT5csAw16EktCn1MdrjHDC-N79MAm8JND5VjOHf9XWga5rpDFhqjZw7S8iQPk&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Musée de l'imprimerie et de la communication graphique,"{'lat': 45.7642694, 'lng': 4.8346917}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrF6Kfymmi_YtPjZwFwV_xctMiSv6jf806DIsqud46tFM5_P-sPuAQ2mbf9Ns_ZYq47AU3RNmLIpWdydktAUZslpTQHAtnexv-j1-hPiXQxL2Wf2Xv91FuHSzCkDjh6wSOduKKFY93z3JSV-0eth5D4TlcHB5jv2tivSlNeKbN1d7DN&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Musée des Tissus et des Arts Décoratifs,"{'lat': 45.7532367, 'lng': 4.8311913}","['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.3,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpyckM3vcbGjo-xyCikBll3lxzYy0A8DPArMl1RGcppQ21zSDqEy-JUKnjovbHhGdbnt2mMnK-EMu-Bax1EAik6iOm7dNHK9sTbLQRywjKlFVeFzrtpT7yce87HZgaBr76Ij9RicghJrBp-lmXN3CuXTfuhmo1gwb5GXGeNRwIj95kL&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Parc de la Cerisaie,"{'lat': 45.7753612, 'lng': 4.8171107}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpZ6yIrSYXeSl-HlC5Z996fVY-0aZguxhbUAiuhwsBVKdk93IRMf-W9FTBeXAKmOIBzhBee42CBJIb4QMpk9bZUf26kYhfoNe6sZoSAIuy5_66fp8KK7ORuTjsQqf7UHSnVI9yF1mla4tfqEwEQmMJHMRlydmgB_U_o8xZZyKMpSNZo&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Silk Saint Georges,"{'lat': 45.75964250000001, 'lng': 4.825651400000001}","['tourist_attraction', 'museum', 'point_of_interest', 'store', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWptAbSVXT34mY8HOTUAoRzI41-XEabBumeZbpy7HZaeURs-fvX7Tq0xlMkgHLVzZdu1-jKHvvUAiM2BGFlnmy0-ebLk2nGSGPmQ3IPkmukdhBuikAbzO_V7JrjEoPUF3HZQEJRlTLwLfwJkOr0dNxNBwNdO47d4vRaLDNTZdgjG3V22&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,France Aventures Lyon FORT DE BRON,"{'lat': 45.7315967, 'lng': 4.9191992}","['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqIPoD2Z9afivEeKe8wd-5iZAvgRzos7lRrkoD30bMQCJ98cHJpKOMH2UGf9j2JJtTmEWduUjGm0korDVvfX8msNh4PX-whP_xBBk8GNvWo4zu2QCzfsqvaeuH2-KEkgEFcAydqGIzk6-gxwUXBCsLexOhOk4-mbIPOH9zNtCCe9a6D&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,La Maison des Canuts,"{'lat': 45.77707119999999, 'lng': 4.833691700000001}","['museum', 'tourist_attraction', 'point_of_interest', 'store', 'establishment']",4.3,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrWXTszVTFOoPpT7jK_qG2z89ityQmBNORHaQU-JB3eC9qQqrCVml9u9Sc5TUNvszIJhIIbv8D5TD_Z5LM1Di56OrwgTet_WpnXP3wWirGjboMm30XT87bygKq3-JklfxG2GIg1c61aFCy6lqb59iZU5LQMA2_nR7TivZ37T0bg2Vjy&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Musée Lumière,"{'lat': 45.745031, 'lng': 4.870701}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqeAapWh5dlcMc5a-kWuGj4BJEQNCGAMttBPm71hizZ4cOAdlFxVfy3doLwvjsxjXEtKyuMuRGkgStvZjBhfGq20-crE0g5LSFlAHnkzEeUxOEW173eV0r63MLOFGcNFimzwx0eRcPNpgNDog4DPwZ1KgZbVsWcylI8NAZEkdZDNZsW&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Temple du Change,"{'lat': 45.76445560000001, 'lng': 4.82794}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWolSHGZGhOBwb9Hc5m0Qh8NbHVqLI9Xdf1m3xANXhQmX_rTygsGMk_5F_slq49YXXKFNUSvwtHCR0v4QYq1ej2Gu1uxk_IHcDZ19MuDKPeKnjZebl_-cDp2tEjkgaGQ_hWkGw7blWKis2kb_Kbr0lndTSgV-MdwIQezSW9knK91aJ3L&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,Francia,Lyon,Lyon Zoo,"{'lat': 45.7783605, 'lng': 4.856779699999999}","['zoo', 'tourist_attraction', 'point_of_interest', 'establishment']",4.2,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrCFsayBw-eM5u3SrJmWt4YdEnZSp86iU9pEem84LnDzbjoCMnq7WBimA5fWVhLrpDMbQ0vkipEyWmRyjioqWu-tE54i9vIVKMkOcE6EQ-FI2Wo_GA9HqT0aU4VJnqu6P37kvsKtjbMdmhtamJ4RCQwcUObdPOZZZcXf6HinMlUoeQS&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,España,Madrid,The French Bridge,"{'lat': 40.4336687, 'lng': -3.7358665}","['tourist_attraction', 'point_of_interest', 'establishment']",4.2,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpz2VBx7iZ3l_67akCZELA30JWiEunkn1rGeezzpNpw4Mh_aAHlFx8qG7uBaQD_OXc_Cwg5kDANWP2KrjkyaTeVRx0LtMDPEVuyFphhgsUIcpdf25Vhu4FPBW3Rw2RVEyivXe1QTaG5gkQS7UChxijg5hSakD0SbDfWZZG0rpZVXb2Z&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,España,Madrid,Santiago Bernabéu Stadium,"{'lat': 40.45303869999999, 'lng': -3.6883337}","['tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpp8Q5SQMv5XZJrf58dIsTr_YSis50cK2oXOpeJc6pa2SYJ2xK81vxrw-69Ae3gOKPgThCel5OU9lekYPnqZWTyCTMYHLLQFhSsFuh4HWPzMk20gMd4ORfBrU2Rupm6zq4cp3WTAEaKqkTjy_lWkwTEFNUNceSHEnHhuj_c-qAmANFR&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,España,Madrid,Temple of Debod,"{'lat': 40.4240216, 'lng': -3.717769499999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpWaGg6jzlwkqQiUDehcR22rNRyZV5Y0Yq9ofrdlUXwz0lDtMgWvuI0in5IGLV0nAqe7BWFzDiq4r2JnPY45iizreWEgpRXKogCXFcNmSzOmkMvabbF2TDwlTJTDfL7srTRK8uM6OqI6kmg8J6BfJqXMtJUQu0zPgdr8tl3Nnng9Ce-&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Europa,España,Madrid,Royal Palace of Madrid,"{'lat': 40.417955, 'lng': -3.714311999999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWq1jTH9bsO1H1Wqvl9d-Nl1s0A9dVhWYC4p1JAB1LRV07IcZN33LlreyWiwWDPLM2hyZpmZRF3KIsIG_NRpXRUDu8amC3XuI-AGZo-HXfGrynddzsoLhiEp2jJy-Wub4MOizE7LeweypY2_vZnoih5YHldk1IaE_OoicR4blulU4OAY&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
